PlotKey,Latitude,Longitude
0,45.69846866264822,108.63909281103433
1,45.788144107597155,108.622545855649
2,45.73214805358315,108.56835583449329
3,45.79345906085938,108.70441057811847
4,45.48178374226641,108.70242164227915
5,45.34343968378303,108.68625847246545
6,45.54063303606677,108.63126269609687
7,45.49699577436379,108.73475150041567
8,45.45130752437003,108.7130485181886
9,45.62524223411902,108.71251494645749
10,45.71703819413542,108.67426764024495
11,45.58379603791405,108.6084003543464
12,45.732434500046885,108.61431741863572
13,45.55594076487323,108.64788171138035
14,45.5811819965914,108.6583869560816
15,45.62659809859026,108.64649026495964
16,45.73089505836427,108.65445023792984
17,45.35231625688836,108.67172728027435
18,45.50071025298905,108.66082618813182
19,45.387181822178015,108.85555737327657
20,45.41748825774299,108.81787281493816
21,45.68249603919462,108.6551679088319
22,45.513630219493436,108.71860216612465
23,45.59326068354995,108.57453378230697
24,45.62081575267747,108.65666861481594
25,45.395649810004855,108.7480852978467
26,45.404489079199706,108.86084004695833
27,45.804202559687106,108.67874883890363
28,45.59404174566825,108.62831291420495
29,45.43734478137039,108.6869870665982
30,45.396773099815604,108.84800838603107
31,45.742289573958956,108.69189363582113
32,45.64641235134188,108.6477958783872
33,45.78586076773541,108.66241862238245
34,45.6938396968627,108.6533156317779
35,45.43823326304653,108.66491564135978
36,45.58606192784123,108.71113283711696
37,45.36612786649274,108.80688484065764
38,45.36892198908986,108.72837734191837
39,45.44785154015155,108.66904788227923
40,45.6935213769178,108.62664385093892
41,45.6244707919485,108.62151531838197
42,45.609988360729595,108.57992409967257
43,45.576947452476,108.59831601095192
44,45.52599618159971,108.7430849133328
45,45.77295043526046,108.72175216009697
46,45.83688335908811,108.58405953687593
47,45.531163754684684,108.70340363488788
48,45.72267780242591,108.70629287686366
49,45.45751057350827,108.6711606197105
50,45.63093490725662,108.67586150798326
51,45.40299542832639,108.67666650473662
52,45.43324155409633,108.74097251827305
53,45.54610509513812,108.73303791636849
54,45.689176016399394,108.58595753752405
55,45.814634029068564,108.5852858307028
56,45.57671263074454,108.70242245048671
57,45.40133237419547,108.79157764845193
58,45.80363662463918,108.58064263193208
59,45.38783949164249,108.76646081574572
60,45.68541791416147,108.66731470477815
61,45.6193431547704,108.57934038007916
62,45.406143565233656,108.76080462048712
63,45.44195780510676,108.73093013923979
64,45.778410771295654,108.59014996472304
65,45.774654264346815,108.56647660168329
66,45.82446229443733,108.59104681313885
67,45.62380063347507,108.59342767594902
68,45.60952758871892,108.61244008781551
69,45.35692877911941,108.7344135748676
70,45.495208767143474,108.68740911995866
71,45.731252347691324,108.71296029846768
72,45.40977557959081,108.66504987465544
73,45.65751381634938,108.59991672803449
74,45.43762437668948,108.71392266828195
75,45.76536794678132,108.58504948660192
76,45.37014336822309,108.6928735671072
77,45.761363211852256,108.64370224834904
78,45.48109258234883,108.74981949595154
79,45.46363552608563,108.65812270767313
80,45.61046221783227,108.70291645066648
81,45.51332238151352,108.73617954266543
82,45.357173406343,108.68610127590136
83,45.46198040789051,108.77176865688024
84,45.60583962964778,108.67588782885628
85,45.433668327950215,108.82020148891807
86,45.471388472493736,108.70443860232949
87,45.82841309714477,108.64512193926653
88,45.838883057802185,108.60452383865976
89,45.7761020345338,108.63883464444483
90,45.75744013813013,108.60131955629437
91,45.57196186685645,108.65001699089285
92,45.76732459626604,108.68251880553376
93,45.58692899263234,108.67873879862903
94,45.52839732128055,108.66790032652541
95,45.39971710424618,108.71474259721089
96,45.41259097955246,108.8455759050527
97,45.76989856936244,108.70766689183259
98,45.38137115431649,108.81822336613854
99,45.47651179920146,108.73756467710926
100,45.68518984770697,108.69745377151682
101,45.38438778915253,108.72011376011281
102,45.42692964847732,108.75328601607323
103,45.56737873353792,108.63359526225392
104,45.74200655282557,108.59734249410691
105,45.48359992928673,108.76664750562311
106,45.444125994162455,108.69627869940567
107,45.37742677365435,108.66208450174503
108,45.5626056537061,108.67800244303393
109,45.48278437414676,108.78137050402609
110,45.54966583805921,108.71471129840052
111,45.625062872602896,108.69261764889903
112,45.60192324835828,108.7145029278547
113,45.548209282743606,108.66938701315729
114,45.85644699816733,108.63029291221052
115,45.755772561016656,108.70785107292441
116,45.49159592534431,108.67066576542858
117,45.67961299340841,108.71189554799362
118,45.50316771854505,108.76144964079057
119,45.36449148233101,108.67367144390116
120,45.6212939518863,108.67210949769817
121,45.572171101867255,108.73479562614372
122,45.78114407552574,108.70168727085347
123,45.79919815938783,108.65521346286242
124,45.41506539055206,108.6401355969282
125,45.55620347003185,108.61648745119591
126,45.35742238085979,108.76419033970463
127,45.68673832612279,108.72012690677685
128,45.40646120451525,108.72867540091704
129,45.54636036987078,108.60478193198263
130,45.395279421771704,108.86485994267998
131,45.377524535759015,108.75881736650418
132,45.657109025517904,108.62819643455805
133,45.59584652316835,108.65681890757303
134,45.82619505563481,108.66492466381352
135,45.40668780482789,108.83369810386502
136,45.36549887472489,108.7807681960405
137,45.36120097607626,108.70253562965735
138,45.51759886084156,108.6501957785253
139,45.7333510499841,108.58587932321508
140,45.57158232028687,108.69150135034124
141,45.72816415947738,108.68949342500494
142,45.46424081940735,108.73921662268464
143,45.697400642711564,108.71763524820852
144,45.40001031032411,108.65349343973597
145,45.664298827608285,108.700145877715
146,45.4150322056633,108.75251014842593
147,45.52519631184511,108.68591614045798
148,45.634550767455096,108.62112245812317
149,45.590462288014564,108.64205847854024
150,45.3742916139903,108.8400758247761
151,45.75318006525885,108.69206298753373
152,45.4717336994473,108.76771479388387
153,45.54256986021469,108.69700120242152
154,45.67100724771715,108.66372404658793
155,45.65654698106381,108.65488010028668
156,45.82587159214562,108.62894438706768
157,45.77283039179913,108.66641522205167
158,45.3900839398486,108.70501191324176
159,45.56200167586663,108.70180340818902
160,45.56765332447516,108.60190770060643
161,45.44855591714951,108.74128097062889
162,45.60306106153006,108.64077318952329
163,45.40625400090245,108.80917515591263
164,45.5326005654479,108.65162439755392
165,45.80539575539562,108.63989338076476
166,45.51670483520059,108.67410387672201
167,45.464284432551885,108.7241973293853
168,45.39182971926048,108.83547482306616
169,45.73835753435488,108.63782270364896
170,45.39312271297335,108.73143561402782
171,45.381734663164806,108.80060571457814
172,45.45503436359294,108.69204347196865
173,45.55592385143876,108.59795089829471
174,45.348577012624766,108.71364069340696
175,45.576340360697166,108.71754646513807
176,45.45348131883209,108.77627483744122
177,45.49413389481075,108.72153753762738
178,45.71976511757998,108.64862784404409
179,45.80911644148081,108.60238083811953
180,45.70961903833024,108.62366290749854
181,45.446894648591375,108.80442710365182
182,45.44277588551217,108.75801616272888
183,45.38338743840966,108.84283610032057
184,45.379811460007986,108.70158569453832
185,45.42726541942273,108.66474856041775
186,45.68198082802484,108.61960286566504
187,45.716957499919616,108.56746057380994
188,45.64844345466328,108.67559430729564
189,45.38629821588324,108.74634046586839
190,45.50826883902138,108.70250209162653
191,45.59432327891497,108.60798623034387
192,45.70181449782551,108.61287720056258
193,45.75340367026297,108.55707774424978
194,45.387777300510194,108.65710312100701
195,45.72182959736929,108.5804503112139
196,45.7876529643411,108.59392440124607
197,45.51982629335022,108.63765426200969
198,45.42228058846685,108.69195996832806
199,45.6386099784463,108.6977333566066
200,45.814461611017755,108.68127953106722
201,45.71577139211034,108.69478078658491
202,45.482366489669595,108.68282759898926
203,45.506895215913076,108.68943553567536
204,45.75648716089061,108.66400058976299
205,45.39374784262726,108.82009949291546
206,45.57660659100581,108.57930706023471
207,45.76765742634542,108.61700436453329
208,45.790861365562186,108.57904302196569
209,45.698734233637715,108.68972255549716
210,45.768487471851564,108.60177365139242
211,45.69112139047968,108.68139075389266
212,45.64780237151242,108.6138642070187
213,45.78132671976027,108.68539240639853
214,45.7938895346703,108.6330103257852
215,45.43443391171459,108.64020922078626
216,45.55630236871612,108.7444532359544
217,45.79776769194269,108.61425821064003
218,45.748333164779716,108.57263877297075
219,45.74865903332745,108.71953645270774
220,45.79937845562009,108.59262088886513
221,45.61226892773519,108.7224379603812
222,45.65527697128539,108.6860696713848
223,45.6151407072328,108.63306642040295
224,45.792736036904486,108.67653708365003
225,45.59588315728374,108.70361399633141
226,45.42566068014635,108.80058022896941
227,45.83603828261438,108.62715916462471
228,45.64891450671444,108.69680938161855
229,45.41034612871401,108.7877341699023
230,45.5195707973387,108.70153640861537
231,45.51873506787298,108.75813499324656
232,45.679512933595525,108.67734049226446
233,45.710221968754716,108.58506874570847
234,45.59703509726388,108.68613954125992
235,45.59202030372564,108.73007232420868
236,45.420027232516524,108.71096987428236
237,45.369526853187025,108.82100968095801
238,45.827623785959126,108.61137366604778
239,45.58649496561099,108.58857876945424
240,45.723929742358116,108.72231091098838
241,45.73424765226987,108.67746768486587
242,45.43955703674406,108.77232129584968
243,45.74990184754527,108.61739592689695
244,45.57346352123606,108.67459571975013
245,45.74897867156836,108.65531325501613
246,45.78536147476295,108.56346801569929
247,45.54267883865032,108.65550269547835
248,45.75903310517098,108.57053800733472
249,45.5641406346005,108.65656186041761
250,45.556030737805756,108.72597562842361
251,45.698150371196796,108.58202712168413
252,45.3733605693741,108.71592949157284
253,45.39432972199149,108.77728443607106
254,45.63842615578504,108.64119912391665
255,45.642848328764956,108.66222471753899
256,45.6377087867164,108.71535262991907
257,45.46217271734986,108.79985702486945
258,45.66735711754486,108.62824311471599
259,45.66637768537296,108.64147663223768
260,45.84444210229343,108.64442568715062
261,45.41781299808276,108.73918650146962
262,45.812822351034185,108.61964788510413
263,45.64864573703821,108.63306560888121
264,45.661731822388866,108.669784982606
265,45.40989185217583,108.70454169266922
266,45.53577235751051,108.73460758540126
267,45.742507618494294,108.66856160573855
268,45.538494355081085,108.71115176450986
269,45.52684823697747,108.62676771162656
270,45.38470118951756,108.78836215951476
271,45.37569904512119,108.7379597368123
272,45.61040534047787,108.65553094021834
273,45.50528786201893,108.7237021540373
274,45.44818810420413,108.78941004922412
275,45.446820131131595,108.64444478633075
276,45.56618210901393,108.71951855263862
277,45.42437602632503,108.72247516039413
278,45.671406234655684,108.60706601774388
279,45.698815200931776,108.67472681839155
280,45.507616906478084,108.64446932469066
281,45.40445452401664,108.74346352200676
282,45.804356172255595,108.69183153965564
283,45.49498157868059,108.76997438147072
284,45.42284133738958,108.76578240083155
285,45.66035289377359,108.61375430054628
286,45.80907577358988,108.66370301708658
287,45.464932597804086,108.78720655745349
288,45.47203574421696,108.6714713094848
289,45.421873483223024,108.78342746140166
290,45.75512815051119,108.63220252164572
291,45.60377858627831,108.58979255779698
292,45.7740803115132,108.69311456387072
293,45.704839623773914,108.659160940753
294,45.64784692954638,108.59825147791912
295,45.42335506027268,108.65041638872388
296,45.78250083033312,108.60773875953846
297,45.674736080670925,108.64782633955144
298,45.70937952217494,108.60585721759455
299,45.389695057382816,108.68047147935343
